,Text,Classification
42608,requited,Non-Aligned
42609,reran,Non-Aligned
42610,reread,Non-Aligned
42611,rereading,Non-Aligned
42612,rereads,Non-Aligned
42613,reregistration,Non-Aligned
42614,rerolled,Non-Aligned
42615,reroute,Non-Aligned
42616,rerouted,Non-Aligned
42617,rerouteing,Non-Aligned
42618,reroutes,Non-Aligned
42619,rerouting,Non-Aligned
42620,rerun,Non-Aligned
42621,rerunning,Non-Aligned
42622,reruns,Non-Aligned
42623,resale,Non-Aligned
42624,rescale,Non-Aligned
42625,rescaled,Non-Aligned
42626,rescales,Non-Aligned
42627,rescaling,Non-Aligned
42628,rescan,Non-Aligned
42629,rescanned,Non-Aligned
42630,rescanning,Non-Aligned
42631,rescans,Non-Aligned
42632,reschedule,Non-Aligned
42633,rescheduled,Non-Aligned
42634,rescheduling,Non-Aligned
42635,rescind,Democratic
42636,rescinded,Non-Aligned
42637,rescinding,Non-Aligned
42638,rescue,Non-Aligned
42639,rescued,Non-Aligned
42640,rescuer,Non-Aligned
42641,rescuers,Non-Aligned
42642,rescues,Non-Aligned
42643,rescuing,Non-Aligned
42644,resea,Non-Aligned
42645,resealed,Non-Aligned
42646,research,Non-Aligned
42647,researched,Non-Aligned
42648,researcher,Non-Aligned
42649,researchers,Non-Aligned
42650,researches,Non-Aligned
42651,researching,Non-Aligned
42652,reseated,Non-Aligned
42653,reseeding,Non-Aligned
42654,reselect,Non-Aligned
42655,reselected,Non-Aligned
42656,reselection,Non-Aligned
42657,resell,Non-Aligned
42658,reseller,Non-Aligned
42659,resellers,Non-Aligned
42660,reselling,Non-Aligned
42661,resemblance,Non-Aligned
42662,resemblances,Non-Aligned
42663,resemble,Non-Aligned
42664,resembled,Non-Aligned
42665,resembles,Non-Aligned
42666,resembling,Non-Aligned
42667,resend,Non-Aligned
42668,resending,Non-Aligned
42669,resent,Non-Aligned
42670,resented,Non-Aligned
42671,resentful,Non-Aligned
42672,resentfully,Non-Aligned
42673,resenting,Non-Aligned
42674,resentment,Non-Aligned
42675,resentments,Non-Aligned
42676,resents,Non-Aligned
42677,reservation,Non-Aligned
42678,reservations,Non-Aligned
42679,reserve,Non-Aligned
42680,reserved,Non-Aligned
42681,reserver,Non-Aligned
42682,reserves,Non-Aligned
42683,reserving,Non-Aligned
42684,reservists,Non-Aligned
42685,reservoir,Non-Aligned
42686,reservoirs,Non-Aligned
42687,reset,Democratic
42688,resets,Non-Aligned
42689,resettable,Non-Aligned
42690,resetting,Non-Aligned
42691,resettle,Non-Aligned
42692,resettled,Non-Aligned
42693,resettlement,Non-Aligned
42694,resettling,Non-Aligned
42695,reshape,Non-Aligned
42696,reshaped,Non-Aligned
42697,reshapes,Non-Aligned
42698,reshaping,Non-Aligned
42699,resharpen,Non-Aligned
42700,resharpened,Non-Aligned
42701,resharpening,Non-Aligned
42702,reshow,Non-Aligned
42703,reshowing,Non-Aligned
42704,reshuffle,Non-Aligned
42705,reshuffled,Non-Aligned
42706,reshuffles,Non-Aligned
42707,reshuffling,Non-Aligned
42708,reside,Non-Aligned
42709,resided,Non-Aligned
42710,residence,Non-Aligned
42711,residences,Non-Aligned
42712,residency,Non-Aligned
42713,resident,Non-Aligned
42714,residential,Non-Aligned
42715,residents,Non-Aligned
42716,resides,Non-Aligned
42717,residing,Non-Aligned
42718,residual,Non-Aligned
42719,residuals,Non-Aligned
42720,residuary,Non-Aligned
42721,residue,Non-Aligned
42722,residues,Non-Aligned
42723,residuum,Non-Aligned
42724,resign,Democratic
42725,resignal,Non-Aligned
42726,resignation,Non-Aligned
42727,resignations,Non-Aligned
42728,resigned,Non-Aligned
42729,resignedly,Non-Aligned
42730,resigning,Non-Aligned
42731,resigns,Non-Aligned
42732,resilience,Non-Aligned
42733,resilient,Non-Aligned
42734,resin,Non-Aligned
42735,resinous,Non-Aligned
42736,resins,Non-Aligned
42737,resiny,Non-Aligned
42738,resist,Democratic
42739,resistance,Non-Aligned
42740,resistances,Non-Aligned
42741,resistant,Non-Aligned
42742,resisted,Non-Aligned
42743,resistible,Non-Aligned
42744,resisting,Non-Aligned
42745,resistive,Non-Aligned
42746,resistively,Non-Aligned
42747,resistivity,Non-Aligned
42748,resistor,Non-Aligned
42749,resistors,Non-Aligned
42750,resists,Non-Aligned
42751,resit,Non-Aligned
42752,resiting,Non-Aligned
42753,resits,Non-Aligned
42754,resize,Non-Aligned
42755,resizing,Non-Aligned
42756,resold,Non-Aligned
42757,resolute,Non-Aligned
42758,resolutely,Non-Aligned
42759,resolution,Non-Aligned
42760,resolutions,Non-Aligned
42761,resolvability,Non-Aligned
42762,resolvable,Non-Aligned
42763,resolve,Non-Aligned
42764,resolved,Non-Aligned
42765,resolvent,Non-Aligned
42766,resolver,Non-Aligned
42767,resolvers,Non-Aligned
42768,resolves,Non-Aligned
42769,resolving,Non-Aligned
42770,resonance,Non-Aligned
42771,resonances,Non-Aligned
42772,resonant,Non-Aligned
42773,resonantly,Non-Aligned
42774,resonate,Non-Aligned
42775,resonated,Non-Aligned
42776,resonates,Non-Aligned
42777,resonating,Non-Aligned
42778,resonator,Non-Aligned
42779,resonators,Non-Aligned
42780,resort,Non-Aligned
42781,resorted,Non-Aligned
42782,resorting,Non-Aligned
42783,resorts,Non-Aligned
42784,resound,Non-Aligned
42785,resounded,Non-Aligned
42786,resounding,Non-Aligned
42787,resoundingly,Non-Aligned
42788,resounds,Non-Aligned
42789,resource,Non-Aligned
42790,resourced,Non-Aligned
42791,resourceful,Non-Aligned
42792,resourcefulness,Non-Aligned
42793,resources,Non-Aligned
42794,resourcing,Non-Aligned
42795,respecified,Non-Aligned
42796,respecify,Non-Aligned
42797,respect,Non-Aligned
42798,respectability,Non-Aligned
42799,respectable,Non-Aligned
42800,respectably,Non-Aligned
42801,respected,Non-Aligned
42802,respectful,Non-Aligned
42803,respectfully,Non-Aligned
42804,respecting,Non-Aligned
42805,respective,Non-Aligned
42806,respectively,Non-Aligned
42807,respects,Non-Aligned
42808,respiration,Non-Aligned
42809,respirator,Non-Aligned
42810,respirators,Non-Aligned
42811,respiratory,Non-Aligned
42812,respire,Non-Aligned
42813,respired,Non-Aligned
42814,respite,Non-Aligned
42815,resplendent,Non-Aligned
42816,respond,Non-Aligned
42817,responded,Non-Aligned
42818,respondent,Non-Aligned
42819,respondents,Non-Aligned
42820,responder,Non-Aligned
42821,responders,Non-Aligned
42822,responding,Non-Aligned
42823,responds,Non-Aligned
42824,response,Non-Aligned
42825,responses,Non-Aligned
42826,responsibilities,Non-Aligned
42827,responsibility,Non-Aligned
42828,responsible,Non-Aligned
42829,responsibly,Non-Aligned
42830,responsive,Non-Aligned
42831,responsively,Non-Aligned
42832,responsiveness,Non-Aligned
42833,respray,Non-Aligned
42834,resprayed,Non-Aligned
42835,resprays,Non-Aligned
42836,rest,Non-Aligned
42837,restart,Non-Aligned
42838,restartable,Non-Aligned
42839,restarted,Non-Aligned
42840,restarting,Non-Aligned
42841,restarts,Non-Aligned
42842,restate,Non-Aligned
42843,restated,Non-Aligned
42844,restatement,Non-Aligned
42845,restates,Non-Aligned
42846,restating,Non-Aligned
42847,restaurant,Non-Aligned
42848,restaurants,Non-Aligned
42849,restaurateur,Non-Aligned
42850,restaurateurs,Non-Aligned
42851,rested,Non-Aligned
42852,restful,Non-Aligned
42853,restfulness,Non-Aligned
42854,resting,Non-Aligned
42855,restitution,Non-Aligned
42856,restive,Non-Aligned
42857,restiveness,Non-Aligned
42858,restless,Non-Aligned
42859,restlessly,Non-Aligned
42860,restlessness,Non-Aligned
42861,restock,Non-Aligned
42862,restocking,Non-Aligned
42863,restoration,Non-Aligned
42864,restorations,Non-Aligned
42865,restorative,Non-Aligned
42866,restore,Non-Aligned
42867,restored,Non-Aligned
42868,restorer,Non-Aligned
42869,restorers,Non-Aligned
42870,restores,Non-Aligned
42871,restoring,Non-Aligned
42872,restrain,Non-Aligned
42873,restrained,Non-Aligned
42874,restraining,Non-Aligned
42875,restrains,Non-Aligned
42876,restraint,Non-Aligned
42877,restraints,Non-Aligned
42878,restrict,Democratic
42879,restricted,Non-Aligned
42880,restricting,Non-Aligned
42881,restriction,Non-Aligned
42882,restrictions,Non-Aligned
42883,restrictive,Non-Aligned
42884,restrictively,Non-Aligned
42885,restricts,Non-Aligned
42886,restroom,Non-Aligned
42887,restructure,Non-Aligned
42888,restructured,Non-Aligned
42889,restructures,Non-Aligned
42890,restructuring,Non-Aligned
42891,rests,Non-Aligned
42892,restyled,Non-Aligned
42893,resubmission,Non-Aligned
42894,resubmissions,Non-Aligned
42895,resubmit,Non-Aligned
42896,resubmits,Non-Aligned
42897,resubmitted,Non-Aligned
42898,resubmitting,Non-Aligned
42899,resubstitute,Non-Aligned
42900,result,Non-Aligned
42901,resultant,Non-Aligned
42902,resulted,Non-Aligned
42903,resulting,Non-Aligned
42904,results,Non-Aligned
42905,resume,Non-Aligned
42906,resumed,Non-Aligned
42907,resumes,Non-Aligned
42908,resuming,Non-Aligned
42909,resumption,Non-Aligned
42910,resupply,Non-Aligned
42911,resurface,Non-Aligned
42912,resurfaced,Non-Aligned
42913,resurfacing,Non-Aligned
42914,resurgence,Non-Aligned
42915,resurgent,Non-Aligned
42916,resurrect,Non-Aligned
42917,resurrected,Non-Aligned
42918,resurrecting,Non-Aligned
42919,resurrection,Non-Aligned
42920,resurrects,Non-Aligned
42921,resuscitate,Non-Aligned
42922,resuscitated,Non-Aligned
42923,resuscitating,Non-Aligned
42924,resuscitation,Non-Aligned
42925,retail,Non-Aligned
42926,retailed,Non-Aligned
42927,retailer,Non-Aligned
42928,retailers,Non-Aligned
42929,retailing,Non-Aligned
42930,retails,Non-Aligned
42931,retain,Non-Aligned
42932,retained,Non-Aligned
42933,retainer,Non-Aligned
42934,retainers,Non-Aligned
42935,retaining,Non-Aligned
42936,retains,Non-Aligned
42937,retake,Non-Aligned
42938,retaken,Non-Aligned
42939,retakes,Non-Aligned
42940,retaking,Non-Aligned
42941,retaliate,Non-Aligned
42942,retaliated,Non-Aligned
42943,retaliates,Non-Aligned
42944,retaliating,Non-Aligned
42945,retaliation,Non-Aligned
42946,retaliatory,Non-Aligned
42947,retard,Non-Aligned
42948,retardant,Non-Aligned
42949,retardation,Non-Aligned
42950,retarded,Non-Aligned
42951,retarding,Non-Aligned
42952,retards,Non-Aligned
42953,retch,Non-Aligned
42954,retched,Non-Aligned
42955,retching,Non-Aligned
42956,retell,Non-Aligned
42957,retelling,Non-Aligned
42958,retention,Non-Aligned
42959,retentions,Non-Aligned
42960,retentive,Non-Aligned
42961,retentiveness,Non-Aligned
42962,retentivity,Non-Aligned
42963,retest,Non-Aligned
42964,retested,Non-Aligned
42965,retesting,Non-Aligned
42966,retests,Non-Aligned
42967,rethink,Non-Aligned
42968,rethinking,Non-Aligned
42969,rethought,Democratic
42970,reticence,Non-Aligned
42971,reticent,Non-Aligned
42972,reticular,Non-Aligned
42973,reticulated,Non-Aligned
42974,reticulation,Non-Aligned
42975,reticule,Non-Aligned
42976,reticules,Non-Aligned
42977,reticulum,Non-Aligned
42978,retied,Non-Aligned
42979,retina,Non-Aligned
42980,retinal,Non-Aligned
42981,retinas,Non-Aligned
42982,retinitis,Non-Aligned
42983,retinue,Non-Aligned
42984,retinues,Non-Aligned
42985,retire,Non-Aligned
42986,retired,Non-Aligned
42987,retiree,Non-Aligned
42988,retirement,Non-Aligned
42989,retirements,Non-Aligned
42990,retires,Non-Aligned
42991,retiring,Non-Aligned
42992,retitle,Non-Aligned
42993,retitled,Non-Aligned
42994,retitling,Non-Aligned
42995,retold,Non-Aligned
42996,retook,Non-Aligned
42997,retort,Non-Aligned
42998,retorted,Non-Aligned
42999,retorting,Non-Aligned
43000,retorts,Non-Aligned
43001,retouch,Non-Aligned
43002,retouched,Non-Aligned
43003,retouching,Non-Aligned
43004,retrace,Non-Aligned
43005,retraced,Non-Aligned
43006,retraces,Non-Aligned
43007,retracing,Non-Aligned
43008,retract,Non-Aligned
43009,retractable,Non-Aligned
43010,retracted,Non-Aligned
43011,retracting,Non-Aligned
43012,retraction,Non-Aligned
43013,retractions,Non-Aligned
43014,retracts,Non-Aligned
43015,retrain,Non-Aligned
43016,retrained,Non-Aligned
43017,retraining,Non-Aligned
43018,retral,Non-Aligned
43019,retransmission,Non-Aligned
43020,retransmissions,Non-Aligned
43021,retransmit,Non-Aligned
43022,retransmits,Non-Aligned
43023,retransmitted,Non-Aligned
43024,retransmitting,Non-Aligned
43025,retread,Non-Aligned
43026,retreads,Non-Aligned
43027,retreat,Non-Aligned
43028,retreated,Non-Aligned
43029,retreating,Non-Aligned
43030,retreats,Non-Aligned
43031,retrench,Non-Aligned
43032,retrenchment,Non-Aligned
43033,retrial,Non-Aligned
43034,retribution,Non-Aligned
43035,retributive,Non-Aligned
43036,retried,Non-Aligned
43037,retries,Non-Aligned
43038,retrievable,Non-Aligned
43039,retrieval,Non-Aligned
43040,retrievals,Non-Aligned
43041,retrieve,Non-Aligned
43042,retrieved,Non-Aligned
43043,retriever,Non-Aligned
43044,retrievers,Non-Aligned
43045,retrieves,Non-Aligned
43046,retrieving,Non-Aligned
43047,retro,Non-Aligned
43048,retroactive,Non-Aligned
43049,retroactively,Non-Aligned
43050,retrofit,Non-Aligned
43051,retrofitted,Non-Aligned
43052,retrofitting,Non-Aligned
43053,retrograde,Non-Aligned
43054,retrogressive,Non-Aligned
43055,retrospect,Non-Aligned
43056,retrospection,Non-Aligned
43057,retrospective,Non-Aligned
43058,retrospectively,Non-Aligned
43059,retrospectives,Non-Aligned
43060,retroviruses,Non-Aligned
43061,retry,Non-Aligned
43062,retrying,Non-Aligned
43063,retsina,Non-Aligned
43064,retted,Non-Aligned
43065,retune,Non-Aligned
43066,retuning,Non-Aligned
43067,return,Non-Aligned
43068,returnable,Non-Aligned
43069,returned,Non-Aligned
43070,returnees,Non-Aligned
43071,returning,Non-Aligned
43072,returns,Non-Aligned
43073,retype,Non-Aligned
43074,retyped,Non-Aligned
43075,retypes,Non-Aligned
43076,retyping,Non-Aligned
43077,reunification,Non-Aligned
43078,reunified,Non-Aligned
43079,reunify,Non-Aligned
43080,reunion,Non-Aligned
43081,reunions,Non-Aligned
43082,reunite,Non-Aligned
43083,reunited,Non-Aligned
43084,reunites,Non-Aligned
43085,reuniting,Non-Aligned
43086,reusable,Non-Aligned
43087,reuse,Non-Aligned
43088,reused,Non-Aligned
43089,reuses,Non-Aligned
43090,reusing,Non-Aligned
43091,rev,Non-Aligned
43092,revaluation,Non-Aligned
43093,revaluations,Non-Aligned
43094,revalue,Non-Aligned
43095,revalued,Non-Aligned
43096,revalues,Non-Aligned
43097,revamp,Non-Aligned
43098,revamped,Non-Aligned
43099,revamping,Non-Aligned
43100,revamps,Non-Aligned
43101,revanchist,Non-Aligned
43102,reveal,Non-Aligned
43103,revealable,Non-Aligned
43104,revealed,Non-Aligned
43105,revealing,Non-Aligned
43106,revealingly,Non-Aligned
43107,reveals,Non-Aligned
43108,reveille,Non-Aligned
43109,revel,Democratic
43110,revelation,Non-Aligned
43111,revelations,Non-Aligned
43112,revelatory,Non-Aligned
43113,revelled,Non-Aligned
43114,reveller,Non-Aligned
43115,revellers,Non-Aligned
43116,revelling,Non-Aligned
43117,revelries,Non-Aligned
43118,revelry,Non-Aligned
43119,revels,Non-Aligned
43120,revenant,Non-Aligned
43121,revenge,Non-Aligned
43122,revenged,Non-Aligned
43123,revengeful,Non-Aligned
43124,revenges,Non-Aligned
43125,revenging,Non-Aligned
43126,revenue,Non-Aligned
43127,revenues,Non-Aligned
43128,reverberant,Non-Aligned
43129,reverberate,Non-Aligned
43130,reverberated,Non-Aligned
43131,reverberates,Non-Aligned
43132,reverberating,Non-Aligned
43133,reverberation,Non-Aligned
43134,reverberations,Non-Aligned
43135,revere,Non-Aligned
43136,revered,Non-Aligned
43137,reverence,Non-Aligned
43138,reverend,Non-Aligned
43139,reverent,Non-Aligned
43140,reverential,Non-Aligned
43141,reverentially,Non-Aligned
43142,reverently,Non-Aligned
43143,reveres,Non-Aligned
43144,reverie,Non-Aligned
43145,reveries,Non-Aligned
43146,revering,Non-Aligned
43147,reversal,Non-Aligned
43148,reversals,Non-Aligned
43149,reverse,Non-Aligned
43150,reversed,Non-Aligned
43151,reverser,Non-Aligned
43152,reverses,Non-Aligned
43153,reversibility,Non-Aligned
43154,reversible,Non-Aligned
43155,reversibly,Non-Aligned
43156,reversing,Non-Aligned
43157,reversion,Non-Aligned
43158,revert,Non-Aligned
43159,reverted,Non-Aligned
43160,reverting,Non-Aligned
43161,reverts,Non-Aligned
43162,review,Non-Aligned
43163,reviewable,Non-Aligned
43164,reviewed,Non-Aligned
43165,reviewer,Non-Aligned
43166,reviewers,Non-Aligned
43167,reviewing,Non-Aligned
43168,reviews,Non-Aligned
43169,revile,Non-Aligned
43170,reviled,Non-Aligned
43171,reviling,Non-Aligned
43172,revisable,Non-Aligned
43173,revisal,Non-Aligned
43174,revise,Non-Aligned
43175,revised,Non-Aligned
43176,reviser,Non-Aligned
43177,revises,Non-Aligned
43178,revising,Non-Aligned
43179,revision,Non-Aligned
43180,revisionary,Non-Aligned
43181,revisionism,Non-Aligned
43182,revisionist,Non-Aligned
43183,revisionists,Non-Aligned
43184,revisions,Non-Aligned
43185,revisit,Non-Aligned
43186,revisited,Non-Aligned
43187,revisiting,Non-Aligned
43188,revisits,Non-Aligned
43189,revitalisation,Non-Aligned
43190,revitalise,Non-Aligned
43191,revitalised,Non-Aligned
43192,revitalising,Non-Aligned
43193,revival,Non-Aligned
43194,revivalism,Non-Aligned
43195,revivalist,Non-Aligned
43196,revivalists,Non-Aligned
43197,revivals,Non-Aligned
43198,revive,Non-Aligned
43199,revived,Non-Aligned
43200,reviver,Non-Aligned
43201,revives,Non-Aligned
43202,revivify,Non-Aligned
43203,revivifying,Non-Aligned
43204,reviving,Non-Aligned
43205,revocable,Non-Aligned
43206,revocation,Non-Aligned
43207,revocations,Non-Aligned
43208,revoke,Non-Aligned
43209,revoked,Non-Aligned
43210,revoker,Non-Aligned
43211,revokers,Non-Aligned
43212,revokes,Non-Aligned
43213,revoking,Non-Aligned
43214,revolt,Democratic
43215,revolted,Non-Aligned
43216,revolting,Non-Aligned
43217,revoltingly,Non-Aligned
43218,revolts,Non-Aligned
43219,revolution,Non-Aligned
43220,revolutionaries,Non-Aligned
43221,revolutionary,Non-Aligned
43222,revolutionise,Non-Aligned
43223,revolutionised,Non-Aligned
43224,revolutionises,Non-Aligned
43225,revolutionising,Non-Aligned
43226,revolutions,Non-Aligned
43227,revolve,Non-Aligned
43228,revolved,Non-Aligned
43229,revolver,Non-Aligned
43230,revolvers,Non-Aligned
43231,revolves,Non-Aligned
43232,revolving,Non-Aligned
43233,revs,Non-Aligned
43234,revue,Non-Aligned
43235,revues,Non-Aligned
43236,revulsion,Non-Aligned
43237,revved,Non-Aligned
43238,revving,Non-Aligned
43239,reward,Non-Aligned
43240,rewarded,Non-Aligned
43241,rewarding,Non-Aligned
43242,rewards,Non-Aligned
43243,reweighed,Non-Aligned
43244,rewind,Non-Aligned
43245,rewindable,Non-Aligned
43246,rewinding,Non-Aligned
43247,rewinds,Non-Aligned
43248,rewire,Non-Aligned
43249,rewired,Non-Aligned
43250,rewiring,Non-Aligned
43251,reword,Non-Aligned
43252,reworded,Non-Aligned
43253,rewording,Non-Aligned
43254,rewordings,Non-Aligned
43255,rework,Non-Aligned
43256,reworked,Non-Aligned
43257,reworking,Non-Aligned
43258,reworks,Non-Aligned
43259,rewound,Non-Aligned
43260,rewrap,Non-Aligned
43261,rewritable,Non-Aligned
43262,rewrite,Non-Aligned
43263,rewrites,Non-Aligned
43264,rewriting,Non-Aligned
43265,rewritings,Non-Aligned
43266,rewritten,Non-Aligned
43267,rewrote,Non-Aligned
43268,rhapsodic,Non-Aligned
43269,rhapsodical,Non-Aligned
43270,rhapsodies,Non-Aligned
43271,rhapsody,Non-Aligned
43272,rhea,Non-Aligned
43273,rhein,Non-Aligned
43274,rhenium,Non-Aligned
43275,rheological,Non-Aligned
43276,rheology,Non-Aligned
43277,rheostat,Non-Aligned
43278,rhesus,Non-Aligned
43279,rhetoric,Non-Aligned
43280,rhetorical,Non-Aligned
43281,rhetorically,Non-Aligned
43282,rhetorician,Non-Aligned
43283,rhetoricians,Non-Aligned
43284,rheumatic,Non-Aligned
43285,rheumatics,Non-Aligned
43286,rheumatism,Non-Aligned
43287,rheumatoid,Non-Aligned
43288,rheumatology,Non-Aligned
43289,rhine,Non-Aligned
43290,rhinestone,Non-Aligned
43291,rhinitis,Non-Aligned
43292,rhino,Non-Aligned
43293,rhinoceros,Non-Aligned
43294,rhinoceroses,Non-Aligned
43295,rhizome,Non-Aligned
